"","Zipcode","Population2017","Male2017","Female2017","Bachelor_total17","Hispanic17","PerCapital_income17","MedHomeValue17","Med_House_income17","Belov_Poverty_percent17","White17","Black17","Asian17"
"680",76680,302,172,130,38,302,"37028","66400","-","0.0",255,47,0
"681",76681,676,365,311,35,509,"20332","-","40288","28.6",621,18,24
"682",76682,2702,1319,1383,348,2203,"22441","89900","51861","9.2",2426,128,0
"683",76686,209,105,104,27,198,"26645","76100","56250","8.6",176,30,0
"684",76687,1934,990,944,150,1751,"22716","109100","39214","18.5",1827,94,3
"685",76689,3715,1852,1863,721,3105,"24618","122800","61646","8.5",3586,37,0
"686",76690,984,517,467,86,597,"19794","75000","37279","29.4",900,0,0
"687",76691,6524,3108,3416,849,5932,"25771","106400","57056","9.9",6250,165,9
"688",76692,10577,5386,5191,1484,9292,"24129","101900","45380","16.5",9664,159,17
"689",76693,1604,814,790,117,1450,"18693","83800","36696","19.2",1240,335,0
"690",76704,7825,3509,4316,338,6590,"13423","80000","22508","41.2",1830,5788,0
"691",76705,30546,15326,15220,1997,21752,"18721","88400","41213","23.2",22809,4914,258
"692",76706,36680,17776,18904,3215,26688,"18029","106400","30461","37.4",27155,5066,1088
"693",76707,16256,7965,8291,1213,8205,"13960","64900","30148","31.3",9802,4198,86
"694",76708,27160,13205,13955,3439,17476,"23208","121900","45719","18.3",21151,3697,563
"695",76710,24415,11517,12898,4768,18590,"28811","122800","44554","15.8",17774,4873,267
"696",76711,9671,5114,4557,702,3597,"21003","62500","37555","23.4",7268,989,106
"697",76712,25350,12067,13283,7930,21845,"34722","185900","70056","6.1",21229,1976,705
"698",76798,1599,398,1201,0,1331,"1447","-","-","-",1259,157,103
"699",76801,24918,12374,12544,3252,18578,"24132","92000","40555","19.3",22565,1196,222
"700",76802,5010,2575,2435,658,4366,"24341","112500","52355","13.1",4666,111,14
"701",76821,4595,2263,2332,670,3188,"20675","78900","36365","20.2",4061,96,8
"702",76823,3348,1620,1728,372,2694,"22257","81500","47632","7.7",3070,179,0
"703",76825,6891,3483,3408,789,4608,"22083","80300","43750","16.1",5840,161,0
"704",76827,402,194,208,64,369,"24308","108600","48125","10.7",399,0,0
"705",76832,691,388,303,73,587,"35290","159100","60781","7.3",609,8,0
"706",76834,5349,2658,2691,571,4276,"25430","63200","41250","16.7",4971,96,65
"707",76837,2901,2140,761,221,967,"12503","86700","39792","6.7",2797,31,38
"708",76841,25,9,16,0,25,"19956","-","-","0.0",25,0,0
"709",76844,3719,1660,2059,617,2965,"25403","104300","48000","15.7",3639,3,2
"710",76845,154,80,74,6,133,"30206","-","-","2.6",151,0,0
"711",76849,3884,1891,1993,508,2852,"22136","104000","40190","23.8",3475,1,0
"712",76852,191,112,79,31,151,"31429","120300","55000","8.4",181,0,0
"713",76853,1575,792,783,307,1132,"22347","88500","47188","15.8",1514,16,10
"714",76856,3684,1979,1705,564,2800,"22866","153900","39230","13.8",3178,1,95
"715",76857,1733,870,863,344,1611,"28191","78700","49196","10.8",1660,0,0
"716",76858,335,165,170,56,174,"11743","27700","28594","29.0",300,0,0
"717",76859,1967,1093,874,264,1175,"23295","56800","38750","10.1",1569,14,0
"718",76861,1992,996,996,273,1387,"27901","101600","68438","8.1",1935,0,0
"719",76862,186,124,62,28,186,"33944","193800","65000","0.0",186,0,0
"720",76864,700,387,313,123,642,"22095","142500","38125","11.2",682,8,1
"721",76866,696,334,362,97,587,"32704","163800","50104","14.5",694,0,0
"722",76869,122,81,41,15,29,"27163","166700","68250","3.3",102,0,0
"723",76870,297,143,154,30,217,"20160","96300","42500","21.2",297,0,0
"724",76871,723,367,356,122,677,"25380","65600","46611","9.7",720,0,0
"725",76872,851,471,380,185,760,"39760","150000","59083","9.6",762,0,0
"726",76875,551,249,302,76,466,"29913","115600","45417","5.8",515,0,0
"727",76877,4187,2046,2141,486,2600,"19271","100200","30313","21.6",3556,162,1
"728",76878,1920,990,930,188,1608,"30909","66300","37500","30.5",1667,135,5
"729",76885,184,61,123,44,184,"26154","-","-","7.1",184,0,0
"730",76888,137,66,71,3,114,"18085","151600","39250","10.9",137,0,0
"731",76890,1015,449,566,94,822,"21031","111200","57321","10.8",1000,7,0
"732",76901,29879,14833,15046,4549,19258,"27956","103200","51700","10.8",25551,969,396
"733",76903,32103,15584,16519,2870,13251,"21126","78500","36215","21.9",26540,1307,149
"734",76904,34828,17076,17752,9181,25780,"33496","184700","59993","8.0",29754,2096,462
"735",76905,13129,6616,6513,1797,7335,"25107","120500","60086","9.7",11334,313,258
"736",76908,2652,1642,1010,112,2204,"29365","-","-","-",2128,290,94
"737",76930,110,47,63,4,110,"37731","81500","74792","6.4",110,0,0
"738",76932,3744,1977,1767,235,1124,"25137","89300","59904","18.8",1746,27,0
"739",76933,1344,658,686,180,965,"22834","85800","38077","14.0",1128,18,5
"740",76934,1308,687,621,180,1032,"22265","123800","49671","8.9",1250,34,7
"741",76935,1736,772,964,384,1591,"31580","170800","73810","5.9",1620,37,40
"742",76936,3122,1572,1550,403,1504,"28112","72900","63432","10.2",1988,9,4
"743",76940,164,97,67,38,92,"27368","-","42350","20.4",157,5,0
"744",76941,1430,783,647,153,1066,"29878","151700","58125","14.5",1150,51,0
"745",76943,3693,1851,1842,237,1156,"23330","83100","51712","21.0",1403,35,0
"746",76945,1647,813,834,304,1363,"24427","74200","44034","19.7",1547,0,0
"747",76949,16,5,11,0,15,"26631","-","-","33.3",12,3,0
"748",76950,3915,2132,1783,546,1588,"31533","95200","60742","6.4",2720,22,0
"749",76951,1139,608,531,170,674,"25675","66100","50000","17.0",1043,3,0
"750",76953,38,16,22,12,38,"54113","-","103984","0.0",38,0,0
"751",76955,148,73,75,56,148,"63550","549100","187250","0.0",148,0,0
"752",76957,0,0,0,0,0,"-","-","-","-",0,0,0
"753",76958,158,66,92,32,124,"32253","177100","50972","3.2",147,0,0
"754",77002,12370,10435,1935,3087,9094,"34779","233000","72306","17.5",7068,4135,235
"755",77003,9646,5132,4514,2913,4812,"37760","272800","59575","27.6",5559,2299,514
"756",77004,37642,18846,18796,10891,32252,"31067","247300","48592","26.0",14488,18032,3387
"757",77005,28233,14051,14182,16180,25750,"100896","940800","180758","4.1",22340,1309,3552
"758",77006,21945,12190,9755,13430,18827,"68705","430600","82878","7.5",17807,1187,1548
"759",77007,35822,18516,17306,23520,27997,"85419","398200","121458","6.0",27236,1926,2812
"760",77008,34491,17399,17092,17869,24870,"65444","396300","97690","6.0",28788,1059,1985
"761",77009,37751,19989,17762,8134,13408,"33167","250800","49383","24.3",32191,2378,404
"762",77011,18598,10215,8383,782,1060,"13551","85700","30665","34.2",16647,297,103
"763",77012,20085,10807,9278,680,1178,"14721","77400","36537","24.1",14266,555,227
"764",77013,20790,11630,9160,944,6134,"14936","85500","39513","26.3",13369,4531,102
"765",77014,35729,17406,18323,3848,21697,"20308","132700","45596","19.0",11115,16278,3371
"766",77015,57258,28744,28514,4041,19062,"18557","95800","45917","22.9",39926,9835,604
"767",77016,29597,14886,14711,1817,20370,"15171","60600","32302","26.1",8177,19876,15
"768",77017,32556,16211,16345,1823,4569,"18370","90300","44286","18.2",23072,945,826
"769",77018,28073,14210,13863,9964,17899,"46458","342200","81565","17.5",22986,1923,557
"770",77019,21572,10074,11498,13431,19005,"96256","510000","112243","10.0",16861,1665,2021
"771",77020,25898,13544,12354,1446,6896,"14646","77700","27587","30.8",17596,6176,75
"772",77021,26654,12466,14188,4777,22989,"21531","89900","35126","29.0",5303,19897,789
"773",77022,27364,13856,13508,1260,6895,"14924","85900","30164","29.6",19774,5352,92
"774",77023,28528,14228,14300,2965,4036,"18438","112800","37462","26.4",25029,960,257
"775",77024,38110,18547,19563,21691,34082,"90464","898100","118561","5.8",30648,508,5617
"776",77025,28922,14013,14909,15593,23628,"58892","405900","71990","9.5",17751,3061,4964
"777",77026,22799,11685,11114,1154,12711,"14026","62100","26644","38.8",9767,11998,9
"778",77027,16012,7527,8485,10168,13553,"89183","679000","91296","7.0",13163,638,1407
"779",77028,15725,7300,8425,804,11630,"15319","56200","30233","28.0",3683,11321,0
"780",77029,17894,8538,9356,921,4832,"15699","68500","32200","36.0",13038,3633,44
"781",77030,10813,5107,5706,6725,9819,"63823","471100","75290","16.2",6640,466,2904
"782",77031,18052,9060,8992,2920,9603,"20807","135900","44459","20.7",7295,5344,1414
"783",77032,14443,6953,7490,600,7273,"12001","82500","30451","40.1",6527,6036,189
"784",77033,29692,13951,15741,1425,21792,"14954","62400","33750","28.7",6211,21232,54
"785",77034,40183,19837,20346,3088,10790,"19317","109400","47252","19.8",30560,3891,1956
"786",77035,38324,18655,19669,7307,22848,"26230","196400","44546","24.6",18816,10539,2179
"787",77036,76605,39580,37025,7280,29253,"15753","129600","29744","35.4",37602,11768,11737
"788",77037,20038,10240,9798,363,1829,"13951","94400","41491","26.3",18704,400,43
"789",77038,30653,15448,15205,1453,8352,"15165","105300","41347","25.8",20911,5156,1898
"790",77039,27972,13883,14089,553,3948,"12766","89200","34608","32.0",24062,1994,161
"791",77040,48273,24072,24201,9359,23739,"30293","150200","55438","13.2",31253,6486,3283
"792",77041,35372,18316,17056,8372,19660,"37841","159700","79503","10.2",21356,3079,5885
"793",77042,42098,19654,22444,13117,30874,"33962","239500","47297","19.5",23077,12830,3599
"794",77043,25838,13181,12657,6277,13965,"30825","194700","60043","14.6",19792,1214,2126
"795",77044,42665,21245,21420,7894,23458,"29547","173400","76387","11.9",27297,11930,789
"796",77045,36270,17141,19129,3284,16831,"18438","80900","51170","21.0",17376,15627,232
"797",77046,1029,364,665,702,955,"104296","348200","90036","3.1",842,16,107
"798",77047,29410,13694,15716,5185,21314,"23575","122900","56706","22.5",8361,18498,665
"799",77048,17143,7876,9267,2063,12804,"18418","71900","41220","21.3",4370,11924,178
"800",77049,33749,16295,17454,3137,12260,"22103","126400","56760","12.7",21704,7220,1289
"801",77050,5031,2381,2650,487,2067,"22953","81300","57163","13.6",2345,1884,7
"802",77051,16661,7517,9144,1201,14941,"15190","73800","27244","35.0",1372,14149,118
"803",77053,31868,15722,16146,1993,14163,"16372","85200","45953","24.6",13068,13068,119
"804",77054,22517,11489,11028,10374,20655,"33017","138800","48681","20.9",7966,8247,5433
"805",77055,45003,23445,21558,10255,19098,"34256","383000","52269","22.8",23638,1799,2006
"806",77056,21732,11454,10278,13856,18670,"89180","631800","107003","5.3",16229,1215,3474
"807",77057,40130,20755,19375,17016,24859,"53201","287000","57093","16.0",29683,2878,2884
"808",77058,16669,8475,8194,5273,12605,"36293","171800","51635","18.3",13085,1082,1045
"809",77059,17374,8761,8613,8998,14982,"56162","277700","126385","3.3",13205,240,2944
"810",77060,44549,22170,22379,1499,11463,"12253","95700","28948","37.1",32659,8288,621
"811",77061,26276,13206,13070,2250,9137,"18680","116900","39180","21.8",13274,5491,1600
"812",77062,26583,12818,13765,8780,21006,"41094","178900","88433","8.1",19338,1877,3098
"813",77063,38931,20120,18811,13599,26010,"32805","207400","44957","22.9",24955,6222,4129
"814",77064,49578,25152,24426,10352,29863,"28699","143000","67763","12.2",29645,6416,8256
"815",77065,38820,18573,20247,7754,28225,"29363","154000","54688","11.0",24163,8451,3472
"816",77066,33796,17424,16372,5290,20312,"24354","125900","61430","12.2",17341,8050,5174
"817",77067,33489,16253,17236,2127,17689,"17030","99900","40138","24.7",13737,14137,1747
"818",77068,10897,5677,5220,2909,7356,"37718","194000","80313","8.2",5805,2205,1326
"819",77069,18238,8508,9730,6690,15998,"44570","233900","64313","5.6",12080,4038,927
